customer_id,cluster,segment_label,predicted_clv,predicted_churn_proba,frequency,days_since_last_purchase,total_calibration_spend
12460.0,1,Low-Value / At-Risk,147.96394891819256,0.9948598,0.0,273.0,296.65
12462.0,1,Low-Value / At-Risk,265.9971790370231,0.99070215,0.0,120.0,594.11
12463.0,0,High-Value / Low-Risk,741.6951615167454,0.0052788644,1.0,23.0,575.95
12464.0,0,High-Value / Low-Risk,540.7424399398202,0.008706177,2.0,17.0,439.84999999999997
12467.0,1,Low-Value / At-Risk,163.61002894112784,0.9948598,0.0,240.0,132.8
12468.0,0,High-Value / Low-Risk,922.5950687384168,0.013539056,4.0,4.0,3238.74
12469.0,1,Low-Value / At-Risk,302.95532163170355,0.99558556,1.0,339.0,3070.54
12470.0,1,Low-Value / At-Risk,88.35027713873045,0.99624145,0.0,506.0,211.95
12471.0,0,High-Value / Low-Risk,6786.721280149367,0.0059138495,33.0,27.0,25020.77
12472.0,0,High-Value / Low-Risk,3267.263783091464,0.0057805316,14.0,84.0,13277.32
12473.0,0,High-Value / Low-Risk,644.1089321671316,0.00557618,0.0,8.0,600.1899999999999
12474.0,0,High-Value / Low-Risk,2287.6738426673555,0.0057805316,17.0,17.0,7083.79
12475.0,1,Low-Value / At-Risk,171.29614907936426,0.9948598,0.0,226.0,396.26
12476.0,0,High-Value / Low-Risk,3335.6269530963827,0.00579163,10.0,35.0,8520.09
12477.0,0,High-Value / Low-Risk,3096.16078990751,0.012066359,4.0,56.0,11633.6
12480.0,0,High-Value / Low-Risk,1305.4308357096077,0.011806659,4.0,84.0,3338.49
12481.0,0,High-Value / Low-Risk,2158.8436082675507,0.0065561603,8.0,21.0,8947.62
12482.0,1,Low-Value / At-Risk,378.44659536261656,0.99547136,4.0,393.0,21941.72
12483.0,0,High-Value / Low-Risk,1035.29304154,0.005846484,14.0,0.0,3180.21
12484.0,0,High-Value / Low-Risk,657.147311488709,0.9767585,5.0,153.0,2646.1000000000004
12485.0,1,Low-Value / At-Risk,122.13610123155516,0.99624145,0.0,346.0,708.1
12486.0,1,Low-Value / At-Risk,159.52034561573055,0.9948598,0.0,248.0,917.28
12487.0,1,Low-Value / At-Risk,82.50341325632112,0.99624145,0.0,547.0,285.29999999999995
12489.0,1,Low-Value / At-Risk,226.9131918136887,0.9948598,0.0,153.0,298.93
12490.0,0,High-Value / Low-Risk,1318.117412153631,0.0062493975,11.0,31.0,4974.43
12492.0,1,Low-Value / At-Risk,174.81620299696948,0.9948598,0.0,220.0,380.0
12493.0,0,High-Value / Low-Risk,598.2524733711759,0.00557618,0.0,14.0,196.5
12494.0,0,High-Value / Low-Risk,456.51844093385847,0.0073518516,5.0,13.0,1144.4099999999999
12495.0,1,Low-Value / At-Risk,96.5263870821952,0.99624145,0.0,457.0,277.4
12496.0,1,Low-Value / At-Risk,100.31584010015972,0.99624145,0.0,437.0,54.09
12497.0,0,High-Value / Low-Risk,1079.2113748755544,0.98774403,1.0,217.0,5043.4
12499.0,1,Low-Value / At-Risk,113.70947356110722,0.99624145,0.0,377.0,357.72
12500.0,0,High-Value / Low-Risk,793.5975707190352,0.0059603285,10.0,83.0,2637.59
12501.0,1,Low-Value / At-Risk,226.9131918136887,0.9948598,0.0,153.0,2025.39
12502.0,0,High-Value / Low-Risk,1049.5033755756183,0.009966646,2.0,34.0,1478.65
12503.0,1,Low-Value / At-Risk,107.94428565842304,0.99624145,0.0,401.0,896.0
12504.0,1,Low-Value / At-Risk,155.57324147806173,0.98858184,1.0,234.0,261.0
12505.0,1,Low-Value / At-Risk,171.872930890697,0.9948598,0.0,225.0,787.2
12506.0,0,High-Value / Low-Risk,423.1619138783783,0.00557618,0.0,49.0,73.5
12507.0,0,High-Value / Low-Risk,231.366364546956,0.020919112,1.0,115.0,817.4100000000001
12509.0,1,Low-Value / At-Risk,295.3072949449007,0.00557618,0.0,101.0,158.5
12510.0,0,High-Value / Low-Risk,721.3331829171875,0.9758902,5.0,142.0,2821.51
12511.0,1,Low-Value / At-Risk,161.0297542691887,0.9948598,0.0,245.0,3084.02
12514.0,0,High-Value / Low-Risk,376.65406230534813,0.019909555,1.0,84.0,1597.76
12515.0,1,Low-Value / At-Risk,210.95508507859907,0.9948598,0.0,170.0,278.7
12516.0,1,Low-Value / At-Risk,267.4540732200507,0.98858184,1.0,247.0,1102.56
12517.0,0,High-Value / Low-Risk,652.451325230787,0.00557618,0.0,7.0,766.95
12519.0,1,Low-Value / At-Risk,139.85968223292087,0.99624145,0.0,293.0,349.7
12520.0,0,High-Value / Low-Risk,971.4221172120396,0.005211679,2.0,21.0,1517.56
12523.0,0,High-Value / Low-Risk,844.6629526708872,0.008858321,15.0,69.0,2812.57
12524.0,0,High-Value / Low-Risk,2519.457697957376,0.0057805316,12.0,21.0,8321.77
12525.0,1,Low-Value / At-Risk,178.00066905498826,0.99558556,2.0,315.0,883.73
12527.0,0,High-Value / Low-Risk,283.71826067081275,0.010987642,3.0,111.0,653.72
12528.0,0,High-Value / Low-Risk,437.20139504886447,0.0102725765,1.0,93.0,681.66
12529.0,1,Low-Value / At-Risk,122.42879176219608,0.99624145,0.0,345.0,316.48
12530.0,0,High-Value / Low-Risk,833.7404134350247,0.006811805,6.0,50.0,2595.98
12531.0,1,Low-Value / At-Risk,88.81082130308934,0.99624145,0.0,503.0,1645.98
12533.0,1,Low-Value / At-Risk,142.15423086873002,0.99567163,1.0,444.0,1223.8899999999999
12535.0,0,High-Value / Low-Risk,688.1257869048195,0.00557618,0.0,3.0,371.45
12537.0,1,Low-Value / At-Risk,171.872930890697,0.9948598,0.0,225.0,612.94
12538.0,1,Low-Value / At-Risk,191.18958281965823,0.9948598,0.0,195.0,276.5
12539.0,0,High-Value / Low-Risk,1411.0476948356957,0.01067999,4.0,79.0,10136.09
12540.0,0,High-Value / Low-Risk,3703.309662676053,0.0057805316,20.0,3.0,13136.77
12541.0,0,High-Value / Low-Risk,302.3238433104889,0.00557618,0.0,97.0,284.40000000000003
12542.0,1,Low-Value / At-Risk,130.08678828605971,0.99558556,1.0,301.0,481.88
12543.0,1,Low-Value / At-Risk,151.4752457117439,0.9948598,0.0,265.0,840.25
12545.0,0,High-Value / Low-Risk,345.44172912601016,0.00557618,0.0,76.0,544.15
12547.0,0,High-Value / Low-Risk,232.41933049683337,0.012023789,2.0,14.0,299.58
12549.0,1,Low-Value / At-Risk,142.19485564218144,0.99552035,3.0,392.0,1570.68
12551.0,1,Low-Value / At-Risk,207.5218319853539,0.9948598,0.0,174.0,168.0
12553.0,0,High-Value / Low-Risk,1196.1896776944263,0.007832124,6.0,21.0,2327.09
12554.0,1,Low-Value / At-Risk,151.4752457117439,0.9948598,0.0,265.0,384.5
12557.0,0,High-Value / Low-Risk,2633.546617671311,0.007546237,5.0,73.0,11579.800000000001
12559.0,1,Low-Value / At-Risk,293.82185631808767,0.9790317,1.0,127.0,525.71
12561.0,1,Low-Value / At-Risk,267.39353451321495,0.02495311,0.0,119.0,238.85
12562.0,0,High-Value / Low-Risk,686.9791911521174,0.009124107,2.0,15.0,1432.1399999999999
12563.0,1,Low-Value / At-Risk,171.872930890697,0.9948598,0.0,225.0,221.24
12564.0,0,High-Value / Low-Risk,340.81001617382213,0.00557618,0.0,78.0,402.9
12565.0,1,Low-Value / At-Risk,288.6101939163535,0.00557618,0.0,105.0,145.92
12567.0,0,High-Value / Low-Risk,2391.759169118021,0.005971654,9.0,1.0,7901.58
12568.0,1,Low-Value / At-Risk,95.80261550007036,0.99624145,0.0,461.0,52.0
12569.0,0,High-Value / Low-Risk,1344.9821102526437,0.00573896,4.0,0.0,964.46
12573.0,0,High-Value / Low-Risk,451.0055824368007,0.009104603,4.0,44.0,717.4100000000001
12574.0,1,Low-Value / At-Risk,250.314472007742,0.9936521,0.0,132.0,182.45
12575.0,1,Low-Value / At-Risk,191.38687718934744,0.98888373,1.0,274.0,568.8199999999999
12576.0,0,High-Value / Low-Risk,505.91131334048976,0.012842717,4.0,35.0,1168.54
12577.0,1,Low-Value / At-Risk,336.32302962853265,0.9813836,3.0,176.0,1191.84
12578.0,0,High-Value / Low-Risk,1025.039326805585,0.98514634,2.0,147.0,3036.6000000000004
12580.0,0,High-Value / Low-Risk,243.8516763616277,0.020919112,1.0,63.0,962.8999999999999
12582.0,0,High-Value / Low-Risk,473.832089965582,0.010839968,3.0,55.0,1820.4
12583.0,0,High-Value / Low-Risk,2518.5723945811237,0.0057805316,16.0,17.0,9416.449999999999
12584.0,0,High-Value / Low-Risk,497.63948895057246,0.0052788644,1.0,2.0,538.74
12585.0,0,High-Value / Low-Risk,628.4140608280898,0.011584109,1.0,51.0,1824.1
12586.0,1,Low-Value / At-Risk,438.25410063549015,0.984504,2.0,191.0,1865.73
12588.0,1,Low-Value / At-Risk,197.050647500163,0.98858184,1.0,216.0,543.88
12589.0,1,Low-Value / At-Risk,586.1635438221181,0.9850103,2.0,238.0,2720.23
12590.0,0,High-Value / Low-Risk,513.1811992459335,0.00557618,0.0,28.0,9341.26
12591.0,1,Low-Value / At-Risk,437.3080673309621,0.98154,2.0,134.0,1128.15
12592.0,0,High-Value / Low-Risk,223.98150556513465,0.012831683,1.0,30.0,1535.84
12593.0,0,High-Value / Low-Risk,479.17219182675296,0.00557618,0.0,35.0,200.0
12594.0,0,High-Value / Low-Risk,1170.4770896101145,0.0059603285,10.0,0.0,3359.84
12595.0,1,Low-Value / At-Risk,129.90036996148237,0.99624145,0.0,321.0,281.02
12596.0,0,High-Value / Low-Risk,390.59167249841784,0.00557618,0.0,59.0,213.95
12597.0,0,High-Value / Low-Risk,325.5372344066681,0.00557618,0.0,85.0,432.15
12598.0,0,High-Value / Low-Risk,711.3153195677332,0.010157372,4.0,37.0,2526.75
12599.0,0,High-Value / Low-Risk,541.8864284213286,0.0068690586,8.0,25.0,1530.0
12600.0,0,High-Value / Low-Risk,967.0923852268444,0.005846484,15.0,21.0,3305.27
12601.0,0,High-Value / Low-Risk,520.002077940801,0.00784755,5.0,6.0,573.26
12604.0,0,High-Value / Low-Risk,340.81001617382213,0.00557618,0.0,78.0,160.5
12605.0,1,Low-Value / At-Risk,454.0471462937464,0.985342,2.0,193.0,1124.95
12608.0,1,Low-Value / At-Risk,174.21949799642076,0.9948598,0.0,221.0,415.79
12609.0,0,High-Value / Low-Risk,792.2732566584219,0.007644261,7.0,3.0,2731.74
12613.0,0,High-Value / Low-Risk,1010.7798676383238,0.010779787,6.0,14.0,4539.21
12614.0,0,High-Value / Low-Risk,307.8099372780743,0.00557618,0.0,94.0,315.6
12615.0,1,Low-Value / At-Risk,651.9296981344022,0.985906,2.0,230.0,3269.79
12616.0,0,High-Value / Low-Risk,313.31733869729953,0.015594976,1.0,114.0,601.4
12619.0,0,High-Value / Low-Risk,345.56481967150677,0.013369865,2.0,51.0,735.7999999999998
12620.0,0,High-Value / Low-Risk,552.4334381145162,0.00557618,0.0,21.0,561.66
12621.0,0,High-Value / Low-Risk,5256.216745798112,0.005914687,23.0,17.0,16731.96
12622.0,0,High-Value / Low-Risk,423.1619138783783,0.00557618,0.0,49.0,162.1
12623.0,0,High-Value / Low-Risk,643.1620212632725,0.013671372,6.0,93.0,3315.84
12625.0,0,High-Value / Low-Risk,1360.1787799122192,0.011030558,3.0,28.0,4678.88
12626.0,1,Low-Value / At-Risk,317.6766089247362,0.9790317,1.0,133.0,1094.1
12629.0,1,Low-Value / At-Risk,382.8987981748718,0.9876917,1.0,202.0,1198.22
12631.0,1,Low-Value / At-Risk,540.0940090577076,0.98673475,3.0,273.0,2841.0699999999997
12632.0,1,Low-Value / At-Risk,176.60047805940192,0.99558556,1.0,337.0,714.88
12633.0,0,High-Value / Low-Risk,1222.5153344894334,0.01605748,4.0,13.0,4757.7300000000005
12634.0,1,Low-Value / At-Risk,116.82954923390326,0.99624145,0.0,365.0,360.0
12635.0,1,Low-Value / At-Risk,307.7437931554857,0.9878542,1.0,209.0,1115.23
12637.0,0,High-Value / Low-Risk,1596.0067009817003,0.007277528,6.0,56.0,4548.16
12638.0,1,Low-Value / At-Risk,96.7090430407844,0.99624145,0.0,456.0,169.8
12639.0,0,High-Value / Low-Risk,376.6616863892222,0.015746515,2.0,55.0,1072.3700000000001
12643.0,0,High-Value / Low-Risk,1427.954328150175,0.006811805,6.0,37.0,6141.7
12644.0,1,Low-Value / At-Risk,276.6498242849157,0.9852658,2.0,247.0,1422.5800000000002
12645.0,0,High-Value / Low-Risk,709.230181419153,0.0072690407,5.0,36.0,2329.02
12647.0,0,High-Value / Low-Risk,3863.87872779026,0.0086505385,26.0,16.0,13711.84
12648.0,1,Low-Value / At-Risk,223.28638079602916,0.9842966,2.0,254.0,738.95
12649.0,0,High-Value / Low-Risk,567.7893440388275,0.0076433346,5.0,29.0,1866.1399999999999
12651.0,1,Low-Value / At-Risk,268.98044258541165,0.983182,3.0,151.0,377.75
12652.0,1,Low-Value / At-Risk,490.07507405639393,0.9876917,1.0,148.0,891.03
12653.0,0,High-Value / Low-Risk,396.10978826861594,0.020919112,1.0,113.0,2730.08
12654.0,0,High-Value / Low-Risk,450.1725886175746,0.004696065,1.0,14.0,301.75
12655.0,1,Low-Value / At-Risk,163.61002894112784,0.9948598,0.0,240.0,243.35
12656.0,0,High-Value / Low-Risk,1117.345866982261,0.009002229,4.0,20.0,3530.26
12661.0,1,Low-Value / At-Risk,157.066667734211,0.9948598,0.0,253.0,162.0
12662.0,0,High-Value / Low-Risk,1532.742325598365,0.005846484,13.0,4.0,4524.32
12663.0,1,Low-Value / At-Risk,79.48566167167239,0.99567163,1.0,441.0,185.4
12664.0,0,High-Value / Low-Risk,553.1182727853399,0.011818482,3.0,49.0,2211.74
12665.0,1,Low-Value / At-Risk,145.3143181964651,0.9841903,2.0,141.0,259.6
12666.0,1,Low-Value / At-Risk,180.37667753007827,0.9948598,0.0,211.0,1248.42
12668.0,0,High-Value / Low-Risk,2324.0650565241326,0.006734647,7.0,76.0,9229.0
12669.0,0,High-Value / Low-Risk,352.6314340180227,0.00557618,0.0,73.0,1028.3
12670.0,0,High-Value / Low-Risk,526.5482239349499,0.0109516,3.0,16.0,1628.6299999999999
12671.0,1,Low-Value / At-Risk,103.1506232336896,0.99624145,0.0,423.0,2622.48
12672.0,1,Low-Value / At-Risk,186.4942156377288,0.98858184,1.0,146.0,407.05
12673.0,1,Low-Value / At-Risk,290.88674048518567,0.9864123,1.0,143.0,786.4
12674.0,0,High-Value / Low-Risk,534.8932779813299,0.00557618,0.0,24.0,550.74
12675.0,1,Low-Value / At-Risk,84.17105429871985,0.99624145,1.0,370.0,874.5
12676.0,0,High-Value / Low-Risk,850.5967140801627,0.00784274,5.0,7.0,1950.6499999999999
12677.0,1,Low-Value / At-Risk,126.75629869252674,0.99567163,1.0,372.0,359.1
12678.0,0,High-Value / Low-Risk,5705.381699333878,0.0060596243,9.0,4.0,21637.08
12679.0,0,High-Value / Low-Risk,418.40662332612226,0.0052788644,1.0,22.0,798.38
12681.0,0,High-Value / Low-Risk,6554.387540855037,0.0059138495,34.0,4.0,23513.579999999998
12682.0,0,High-Value / Low-Risk,4304.162079394729,0.0059138495,30.0,9.0,15384.98
12683.0,0,High-Value / Low-Risk,2384.9763142160427,0.0057805316,12.0,1.0,8353.14
12684.0,0,High-Value / Low-Risk,1084.1791902524692,0.0052788644,1.0,14.0,815.1
12686.0,1,Low-Value / At-Risk,196.3397337607527,0.9948598,0.0,188.0,142.28
12687.0,1,Low-Value / At-Risk,138.34432927842244,0.99624145,0.0,297.0,1858.91
12690.0,0,High-Value / Low-Risk,546.4592178997158,0.00557618,0.0,22.0,335.01
12691.0,1,Low-Value / At-Risk,343.38489723392405,0.98463875,2.0,136.0,468.79999999999995
12692.0,1,Low-Value / At-Risk,97.076437999954,0.99624145,0.0,454.0,110.95
12693.0,0,High-Value / Low-Risk,466.72323906444853,0.009351745,5.0,28.0,1225.88
12694.0,1,Low-Value / At-Risk,164.6654778492404,0.9948598,0.0,238.0,901.68
12695.0,0,High-Value / Low-Risk,235.47837903940672,0.013989379,3.0,27.0,878.27
12696.0,1,Low-Value / At-Risk,261.17388086540905,0.9884199,1.0,251.0,731.91
12698.0,1,Low-Value / At-Risk,106.59325685025804,0.99624145,0.0,407.0,285.75
12699.0,1,Low-Value / At-Risk,166.81782778585148,0.9948598,0.0,234.0,566.11
12700.0,0,High-Value / Low-Risk,493.175187436829,0.00557618,0.0,32.0,984.43
12701.0,0,High-Value / Low-Risk,532.7951086795468,0.012149974,4.0,59.0,1823.7800000000002
12703.0,1,Low-Value / At-Risk,45.81000912467701,0.99567163,2.0,450.0,632.98
12705.0,0,High-Value / Low-Risk,2548.521047244675,0.00669462,6.0,18.0,7661.91
12707.0,0,High-Value / Low-Risk,283.78406613190873,0.00557618,0.0,108.0,603.42
12708.0,0,High-Value / Low-Risk,1052.4609870383167,0.005981314,12.0,17.0,3507.36
12709.0,0,High-Value / Low-Risk,6922.999006290568,0.009157128,21.0,7.0,25705.37
12710.0,0,High-Value / Low-Risk,571.1737724672217,0.00557618,0.0,18.0,646.96
12711.0,1,Low-Value / At-Risk,197.74492850115735,0.99567163,1.0,428.0,1213.05
12712.0,0,High-Value / Low-Risk,1286.0288347978392,0.005846484,15.0,17.0,4489.01
12714.0,0,High-Value / Low-Risk,2685.1687763810964,0.007164996,8.0,23.0,10138.77
12717.0,0,High-Value / Low-Risk,273.8195852379183,0.019333271,1.0,62.0,737.6700000000001
12720.0,0,High-Value / Low-Risk,1647.810518751756,0.005846484,12.0,9.0,4208.71
12721.0,0,High-Value / Low-Risk,859.6590765913113,0.011622576,4.0,63.0,2230.77
12724.0,1,Low-Value / At-Risk,407.5357556082286,0.98602015,3.0,149.0,1297.01
12725.0,1,Low-Value / At-Risk,494.83418124029595,0.98325104,2.0,188.0,2278.56
12726.0,0,High-Value / Low-Risk,897.8759047160875,0.0068690586,8.0,1.0,2638.8199999999997
12727.0,0,High-Value / Low-Risk,1120.5378802439582,0.006811805,6.0,4.0,3905.23
12728.0,0,High-Value / Low-Risk,527.1105675512821,0.011837716,3.0,74.0,725.15
12730.0,1,Low-Value / At-Risk,124.51761404281706,0.99624145,0.0,338.0,703.25
12731.0,0,High-Value / Low-Risk,4298.699355992326,0.0060596243,9.0,29.0,14965.89
12733.0,0,High-Value / Low-Risk,467.5272984813506,0.019517308,3.0,51.0,2424.02
12734.0,1,Low-Value / At-Risk,349.8654160694459,0.9828205,2.0,169.0,603.65
12735.0,1,Low-Value / At-Risk,449.2077747466902,0.9799182,1.0,132.0,689.5699999999999
12736.0,1,Low-Value / At-Risk,231.02623205806148,0.9948598,0.0,149.0,144.0
12738.0,1,Low-Value / At-Risk,195.58704087078877,0.9948598,0.0,189.0,274.7
12739.0,1,Low-Value / At-Risk,180.37667753007827,0.9948598,0.0,211.0,1445.69
12741.0,1,Low-Value / At-Risk,120.97921417739352,0.99624145,0.0,350.0,236.07
12742.0,1,Low-Value / At-Risk,99.34083566092134,0.99624145,0.0,442.0,1201.52
12744.0,0,High-Value / Low-Risk,2362.9034127197283,0.010533852,3.0,65.0,8209.58
